NOTES,SENTENCE
,"other: 5/30/2013 DEFENDANT PLACED INTO THE ROGERS COUNTY DRUG COURT PROGRAM AND SENTENCES AS FOLLOWS: DEFENDANT TO SUCCESSFULLY COMPLETE THE ROGERS COUNTY DRUG COURT PROGRAM; PAY A $22.00 DRUG COURT ADMINISTRATIVE FEE EACH MONTH; COMPLETE 30 DAYS RCJ OR 120 HOURS COMMUNITY SERVICE WITH CREDIT FOR TIME SERVED; SHOW JAIL TIME SATISFIED. TO PAY; $100 FINE, MUST LIVE IN OXFORD HOUSE ONCE RELEASED FROM TULSA COUNTY. IF DEFENDANT SUCCESSFULLY COMPLETES THE DRUG COURT PROGRAM HE WILL RECEIVE: DISMISSED WITH COST. IF DEFENDANT FAILS THE ROGERS COUNTY DRUG COURT PROGRAM HE WILL RECEIVE: 5 YEARS DOC. COUNT 1 AND 2 TO RUN CONCURRENT WITH EACH OTHER. THIS CASE TO RUN CONCURRENT TO CF-13-113. 07/16/2013 DEFENDANT CONFESSES AND STIPULATES TO THE STATE'S APPLICATION FOR REMOVAL FROM DRUG COURT. COURT ACCEPTS THE CONFESSION, FINDS IT WAS FREELY, VOLUNTARILY AND KNOWINGLY GIVEN; WITHHOLDS SENTENCING, APPROVES THE AGREEMENT WITH THE STATE AND MODIFIES TREATMENT AND ORDERS DEFENDANT TO ATTEND INPATIENT TREATMENT FACILITY; DEFENDANT TO REMAIN IN ROGERS COUNTY JAIL UNTIL A BED BECOMES AVAILABLE. ONCE COMPLETED INPATIENT TO MOVE INTO AN OXFORD HOUSE. WHILE DEFENDANT IS INPATIENT NOT ALLOWED TO LEAVE OR HAVE ANY PASSES WITHOUT PRIOR APPROVAL OF THE COURT. IF HE LEAVES OR IS ""KICKED OUT"" HE MUST REPORT TO THE DRUG COURT OFFICE WITHIN 24 HOURS OR A WARRANT WILL ISSUE FOR HIS ARREST. 08/07/2014 DFT STIPS TO APP TO REMOVE. COURT FINDS STIPULATION FREELY, VOLUNTARILY, AND KNOWINGLY GIVEN. DFT IS FOUND GUILTY AND REMOVED FROM THE DC PROGRAM. DFT IS SENTENCED PER ORIGINAL PLEA AGREEMENT WITH FINES AND COSTS AS PREVIOUSLY ASSESSED. ADDITIONAL SENTENCING AS FOLLOWS: 5 YEARS DOC, COUNTS 1 AND 2 TO RUN CONCURRENT WITH ONE ANOTHER AND CF-13-113"
,"other: 5/30/2013 DEFENDANT PLACED INTO THE ROGERS COUNTY DRUG COURT PROGRAM AND SENTENCES AS FOLLOWS: DEFENDANT TO SUCCESSFULLY COMPLETE THE ROGERS COUNTY DRUG COURT PROGRAM; PAY A $22.00 DRUG COURT ADMINISTRATIVE FEE EACH MONTH; COMPLETE 30 DAYS RCJ OR 120 HOURS COMMUNITY SERVICE WITH CREDIT FOR TIME SERVED; SHOW JAIL TIME SATISFIED. TO PAY; $100 FINE, MUST LIVE IN OXFORD HOUSE ONCE RELEASED FROM TULSA COUNTY. IF DEFENDANT SUCCESSFULLY COMPLETES THE DRUG COURT PROGRAM HE WILL RECEIVE: DISMISSED WITH COST. IF DEFENDANT FAILS THE ROGERS COUNTY DRUG COURT PROGRAM HE WILL RECEIVE: 5 YEARS DOC. COUNT 1 AND 2 TO RUN CONCURRENT WITH EACH OTHER. THIS CASE TO RUN CONCURRENT TO CF-13-113. 07/16/2013 DEFENDANT CONFESSES AND STIPULATES TO THE STATE'S APPLICATION FOR REMOVAL FROM DRUG COURT. COURT ACCEPTS THE CONFESSION, FINDS IT WAS FREELY, VOLUNTARILY AND KNOWINGLY GIVEN; WITHHOLDS SENTENCING, APPROVES THE AGREEMENT WITH THE STATE AND MODIFIES TREATMENT AND ORDERS DEFENDANT TO ATTEND INPATIENT TREATMENT FACILITY; DEFENDANT TO REMAIN IN ROGERS COUNTY JAIL UNTIL A BED BECOMES AVAILABLE. ONCE COMPLETED INPATIENT TO MOVE INTO AN OXFORD HOUSE. WHILE DEFENDANT IS INPATIENT NOT ALLOWED TO LEAVE OR HAVE ANY PASSES WITHOUT PRIOR APPROVAL OF THE COURT. IF HE LEAVES OR IS ""KICKED OUT"" HE MUST REPORT TO THE DRUG COURT OFFICE WITHIN 24 HOURS OR A WARRANT WILL ISSUE FOR HIS ARREST. 08/07/2014 DFT STIPS TO APP TO REMOVE. COURT FINDS STIPULATION FREELY, VOLUNTARILY, AND KNOWINGLY GIVEN. DFT IS FOUND GUILTY AND REMOVED FROM THE DC PROGRAM. DFT IS SENTENCED PER ORIGINAL PLEA AGREEMENT WITH FINES AND COSTS AS PREVIOUSLY ASSESSED. ADDITIONAL SENTENCING AS FOLLOWS: 5 YEARS DOC, COUNTS 1 AND 2 TO RUN CONCURRENT WITH ONE ANOTHER AND CF-13-113"
,"other: 05/30/2013 DEFENDANT INTO THE ROGERS COUNTY DRUG COURT PROGRAM AND SENTENCES AS FOLLOWS:
DEFENDANT TO SUCCESSFULLY COMPLETE THE ROGERS COUNTY DRUG COURT PROGRAM; PAY A $22.00 DRUG COURT ADMINISTRATIVE FEE EACH MONTH; COMPLETE 30 DAYS RCJ OR 120 HOURS COMMUNITY SERVICE WITH CREDIT FOR TIME SERVED; SHOW JAIL TIME SATISFIED. TO PAY $100 FINE, OTHER STIPULATIONS: MUST LIVE IN OXFORD HOUSE ONCE RELEASED FROM TULSA COUNTY. IF DEFENDANT SUCCESSFULLY COMPLETES THE DRUG COURT PROGRAM HE WILL RECEIVE: DISMISSED WITH COST. IF DEFENDANT FAILS THE ROGERS COUNTY DRUG COURT PROGRAM HE WILL RECEIVE: 7 YEARS DOC, COUNT 2 RUNS CONSECUTIVE TO COUNT 1, THIS CASE TO RUN CONCURRENT TO CF-13-102. 07/16/2013 DEFENDANT CONFESSES AND STIPULATES TO THE STATE'S APPLICATION FOR REMOVAL FROM DRUG COURT. COURT ACCEPTS THE CONFESSION, FINDS IT WAS FREELY, VOLUNTARILY AND KNOWINGLY GIVEN; WITHHOLDS SENTENCING, APPROVES THE AGREEMENT WITH THE STATE AND MODIFIES TREATMENT AND ORDERS DEFENDANT TO ATTEND INPATIENT TREATMENT FACILITY; DEFENDANT TO REMAIN IN ROGERS COUNTY JAIL UNTIL A BED BECOMES AVAILABLE. ONCE COMPLETED INPATIENT TO MOVE INTO AN OXFORD HOUSE. WHILE DEFENDANT IS INPATIENT NOT ALLOWED TO LEAVE OR HAVE ANY PASSES WITHOUT PRIOR APPROVAL OF THE COURT. IF HE LEAVES OR IS ""KICKED OUT"" HE MUST REPORT TO THE DRUG COURT OFFICE WITHIN 24 HOURS OR A WARRANT WILL ISSUE FOR HIS ARREST. 08/07/2014 DFT STIPS TO APP. COURT FINDS STIPULATION FREELY VOLUNTARILY AND KNOWINGLY GIVEN. DFT IS FOUND GUILTY AND ORDERED TO PAY FINES AND COSTS AS PREVIOUSLY ASSESSED. ADDITIONAL SENTENCING AS FOLLOWS; 7 YEARS DOC, WITH UNSPECIFIED CREDIT FOR TIME SERVED, THIS MATTER TO RUN CC WITH CF-13-102"
"ORIGINAL OFFENSE: DR3, POSSESSION OR SELLING OF PARAPHERNALIA WHILE (STATUTE: 63 O.S. 2-405)
ORIGINAL PLEA: DEFERRED/ACCELERATED GUILTY
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: C-S16, SPEED IN EXCESS OF POSTED MAX. (11-15 OVER LIMIT) (STATUTE: 47 O.S. 11-801C)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: BC, OBTAINING MERCHANDISE BY BOGUS CHECK (STATUTE: 21 O.S. 1521-1541)
ORIGINAL PLEA: DISMISSED WITH COSTS",
 Probation time: '1year' fine amount: 'amount not specified'; 3-25-2016 - successful completion of probation - no further information available,"1 yr d/s, 100ja, 100vca,, costs, 48coi "
"ORIGINAL OFFENSE: VPO, VIOLATION OF PROTECTIVE ORDER (STATUTE: 22 O.S. 60.6)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: BC, UTTERING TWO OR MORE BOGUS CHECKS IN THE AMOUNT OF FIVE HUNDRED DOLLARS ($500.00) OR MORE (STATUTE: 21 O.S. 1521-1541)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DRIVING WHILE UNDER THE INFLUENCE OF INTOXICATING AFC (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: SPEED IN EXCESS OF POSTED MAX. (11-15 OVER LIMIT) (STATUTE: O.S. 11 801)
ORIGINAL PLEA: STATE DECLINED TO FILE CHARGES",
"ORIGINAL OFFENSE: CT 1 DRIVING WHILE UNDER THE INFLUENCE OF INTOXICATING LIQUOR (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: OBTAINING MONEY OR PROPERTY BY MEANS OF A FALSE AND BOGUS CHECK (STATUTE: 21 O.S. 1541.1 1541.2)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: CT 1 DOMESTIC ABUSE(ASSAULT AND BATTERY) (STATUTE: 21 O.S. 644(C))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 ASSAULT AND BATTERY (STATUTE: 21 O.S. 642)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: ABDOM, ASSAULT AND BATTERY - DOMESTIC (STATUTE: 21 O.S. 644 C)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 2 UNLAWFUL TRANSPORTATION OF NON-INTOXICATING BEVERAGE (STATUTE: 21 O.S. 1220)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: LARCENY OF MERCHANDISE FROM A RETAILER (STATUTE: 21 O.S. 1731)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CONCEALING STOLEN PROPERTY (STATUTE: 21 O.S. 1713)
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: CT 1 CARRYING A CONCEALED WEAPON (STATUTE: 21 O.S. 1272)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 FALSELY PERSONATING ANOTHER (STATUTE: 21 O.S. 1531(4))
ORIGINAL PLEA: DISMISSED- PROSECUTION WITNESS FAILED TO APPEAR",
"ORIGINAL OFFENSE: POSSESSION OF A CONTROL DANGEORUS SUBST W/INTENT TO DISTRIBUTE (STATUTE: O.S. 63 2-401)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: POSSESSION OF A CONTROLLED DANGEROUS SUBSTANCE (MARIJUANA) (STATUTE: O.S. 63 2-402)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: CT 1 OBTAINING MONEY OR PROPERTY BY MEANS OF FALSE&BOGUS CHECK (STATUTE: 21 O.S. 1541.1 1541.2)
ORIGINAL PLEA: GUILTY PLEA",
,
Statute: 47 OS 12-417(A),FEES AMOUNT UNSPECIFIED; $20.00 COSTS;
"2019-01-04: TRAFFIC COSTS (SPEEDING - 1 TO 10 OVER): $ 33.72

2019-01-04: FINES PAYABLE TO COUNTY: $ 5.00; Statute: 47 O.S. 11-801(B)(F), 11-801e","2018-12-11: TRAFFIC FILING - SPEEDING 1 - 10 MPH OVER
2019-01-04: COURT CLERK (TRAFFIC PLEAS) , JUDGE: CASE DISPOSED. BOND FORFEITURE.
2019-01-04: OKLAHOMA COURT INFORMATION SYSTEM REVOLVING FUND
2019-01-04: DPS PATROL VEHICLE FUND FEE ASSESSMENT
2019-01-04: DA COUNCIL PROSECUTION ASSESSMENT FOR TRAFFIC
2019-01-04: FORENSIC SCIENCE IMPROVEMENT ASSESSMENT
2019-01-04: SHERIFF’S SERVICE FEE FOR COURT HOUSE SECURITY
2019-01-04: CLEET PENALTY ASSESSMENT
2019-01-04: AFIS FEE
2019-01-04: SHERIFF'S SERVICE FEE ON ARRESTS
2019-01-04: ATTORNEY GENERAL VICTIM SERVICES UNIT
2019-01-04: C.H.A.B. STATUTORY FEE
2019-01-04: COURT CLERK ADMINISTRATIVE FEE ON COLLECTIONS
2019-01-04: DISTRICT COURT ADMINISTRATIVE FEE
2019-01-05: ABSTRACT SENT TO D.P.S."
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(F), 11-801E)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: 01 - 10 OVER POSTED MAXIMUM (STATUTE: 47 O.S. 11 801)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,$20.00 FINE; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
,
"ORIGINAL OFFENSE: 01 - 10 OVER POSTED MAXIMUM (STATUTE: O.S. 11-801)
ORIGINAL PLEA: BOND FORFEITED",
ORIGINAL PLEA: GUILTY PLEA,
"ORIGINAL OFFENSE: NOT WEARING SEATBELT (CAR) (STATUTE: 47 O.S. 12417)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: DI1, DRIVING WHILE UNDER THE INFLUENCE (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: NOT WEARING SEATBELT (PICKUP/TRUCK) (STATUTE: 47 O.S. 12 417)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: SB3, SEAT BELT VIOLATIONS (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: S31, SPEEDING - POSTED ZONE (STATUTE: 47 O.S. 11-801(B))
ORIGINAL PLEA: GUILTY PLEA",
"2014-05-28: TRAFFIC COSTS: $ 88.00

2014-05-28: FINES PAYABLE TO COUNTY: $ 35.00; Statute: 47 O.S. 11-801(B)(C)(F)","2014-04-30: TRAFFIC FILING - SPEEDING 16-20 MPH OVER
2014-05-28: COURT CLERK (TRAFFIC PLEAS) , JUDGE: CASE DISPOSED. CONVICTION.
2014-05-28: OKLAHOMA COURT INFORMATION SYSTEM REVOLVING FUND
2014-05-28: DPS PATROL VEHICLE FUND FEE ASSESSMENT
2014-05-28: DA COUNCIL PROSECUTION ASSESSMENT FOR TRAFFIC
2014-05-28: TRAUMA CARE ASSISTANCE REVOLVING FUND
2014-05-28: SHERIFF’S SERVICE FEE FOR COURT HOUSE SECURITY
2014-05-28: CLEET PENALTY ASSESSMENT
2014-05-28: LAW LIBRARY FEE
2014-05-28: FORENSIC SCIENCE IMPROVEMENT ASSESSMENT
2014-05-28: AFIS FEE
2014-05-28: SHERIFF'S SERVICE FEE ON ARRESTS
2014-05-28: C.H.A.B. STATUTORY FEE
2014-05-28: ATTORNEY GENERAL VICTIM SERVICES UNIT
2014-05-28: COURT CLERK ADMINISTRATIVE FEE ON COLLECTIONS
2014-05-29: ABSTRACT SENT TO D.P.S."
Statute: 63 OS 2-405,VERIFIED SENTENCE INFORMATION NOT AVAILABLE;
,
"ORIGINAL OFFENSE: ABDOM, ASSAULT AND BATTERY - DOMESTIC (STATUTE: 21 O.S. 644 C)
ORIGINAL PLEA: DISMISSED- PROSECUTION WITNESS FAILED TO APPEAR",
,
"2 YEARS DEFERRED SENTENCE

12/20/2019 WARRANT OF ARREST ISSUED
; Warrant Active: Yes; Warrant Date: 12/20/2019",2 YEARS PROBATION; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
,
"2 YEARS DEFERRED SENTENCE

12/20/2019 WARRANT OF ARREST ISSUED
; Statute: 47 OS 11-902(A)(4); Warrant Active: Yes; Warrant Date: 12/20/2019",2 YEARS PROBATION; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
"ORIGINAL OFFENSE: S16, SPEEDING 16-20 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: S26, SPEEDING 26-30 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: S15, SPEEDING 15 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
,
,
"ORIGINAL OFFENSE: RT5, FAIL TO OBTAIN REGISTRATION AND TITLE WITHIN 30 DAYS OF PURCHASE OF USED VEHICLE (STATUTE: 47 O.S. 1151)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
"ORIGINAL OFFENSE: FAILURE TO PAY ALL TAXES DUE STATE (STATUTE: O.S. 1151 A 5)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: FAILURE TO WEAR SAFETY BELT PROPERLY (STATUTE: O.S. 12-417)
ORIGINAL PLEA: BOND FORFEITED",
,
"ORIGINAL OFFENSE: USING ELECTRICITY WITHOUT THE CONSENT OF THE UTILITY (STATUTE: O.S. 76 23)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FAILURE TO COMPLY WITH COMPULSORY INSURANCE LAWS (STATUTE: O.S. 7 606 A)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: UNLAWFULLY OPERADING MOTOR VEHICLE WITHOUT INSPECTION STICKER (STATUTE: O.S. 70 851)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: SB3, SEAT BELT VIOLATIONS (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: SB3, SEAT BELT VIOLATIONS (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: GUILTY PLEA",
,
,
,
,
,
,
"ORIGINAL OFFENSE: SPEEDING 69-55 (STATUTE: O.S. 11-801)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: CT. 1 DRIVING WHILE UNDER THE INFLUENCE OF INTOXICATING LIQUOR (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: 01 - 10 OVER POSTED MAXIMUM (STATUTE: 47 O.S. 11 1401I)
ORIGINAL PLEA: NON-JURY TRIAL",
,
"ORIGINAL OFFENSE: CT. 2 DRIVING WHILE PRIVILEGE SUSPENDED (STATUTE: 47 O.S. 6-303 (B))
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: S11, SPEEDING 11-14 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
,
,
"ORIGINAL OFFENSE: LMFR, LARCENY OF MERCHANDISE FROM RETAILER (STATUTE: 21 O.S. 1731)
ORIGINAL PLEA: DEFERRED/ACCELERATED GUILTY
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DL2, DRIVING UNDER SUSPENSION / DUS (STATUTE: 47 O.S. 6-303(B))
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: LMFR, LARCENY OF MERCHANDISE FROM RETAILER (STATUTE: 21 O.S. 1731)
ORIGINAL PLEA: DEFERRED/ACCELERATED GUILTY
ORIGINAL PLEA: GUILTY PLEA",
,other: 06/10/2015- DEFERRED UNTIL 12/04/2015; TO BE UNDER THE SUPERVISION OF THE DISTRICT ATTORNEY'S OFFICE.TO PERFORM FORTY (40) HOURS OF COMMUNITY SERVICE UNDER THE SUPERVISION OF TCWP. $83.00 COSTS. 02/01/2016- DEFERRED SENTENCE ACCELERATED;
,
,
Statute: 47 O.S. 11-801(B)(C)(F),$35.00 FINE; FEES AMOUNT UNSPECIFIED; $88.00 COSTS;
,
"ORIGINAL OFFENSE: UNLAWFULLY OPERATING A M.V. WITHOUT AN INSPECTION STICKER (STATUTE: O.S. 70-851)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: OPERATING A VEH. WITHOUT A CURRENT LICENSE PLATE (STATUTE: O.S. 1151-A5)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FORG, POSSESSION OF COUNTERFEIT/FORGED INSTRUMENTS (STATUTE: 21 O.S. 1579)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: LP1, OPERATING MV WHICH ALL TAXES DUE STATE NOT PAID (STATUTE: O.S. 1151 A 5)
ORIGINAL PLEA: GUILTY PLEA",
,
,
,
"ORIGINAL OFFENSE: SB3, SEAT BELT VIOLATIONS (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
